Record ID,User ID,User Name,Age,Gender,City,Height (cm),Weight (kg),Workout Type,Workout Duration (Minutes),Calories Burned,Steps,Heart Rate (BPM),Resting Heart Rate (BPM),Sleep Hours,Water Intake (Liters),Daily Calories Intake,Workout Frequency,Fitness Level,Activity Date,Age Group,BMI,BMI Category,Sleep Category,Fitness Level Numeric,Fitness Score,Fitness Score Category,User Fitness Rank,Year,Month,Month Name,Day,Day of Week,Is Weekend,Year-Month
R0137,U100,User_100,43,Male,Multan,173.2,60.5,Yoga,36,149,6593,108,74,8.0,3.5,2250,1,Beginner,2025-10-11,36-45,20.167849847191036,Normal Weight,6-8 hours,1,19.31,Low,84,2025,10,October,11,Saturday,True,2025-10
R0198,U026,User_026,29,Female,Islamabad,174.0,63.6,Cardio,47,474,9248,120,77,6.7,3.4,2616,1,Beginner,2026-02-07,26-35,21.00673801030519,Normal Weight,6-8 hours,1,32.82,Moderate,46,2026,2,February,7,Saturday,True,2026-02
R0259,U093,User_093,31,Female,Lahore,165.0,73.5,Cycling,60,558,10161,125,77,7.3,3.8,2446,2,Beginner,2025-11-01,26-35,26.997245179063363,Overweight,6-8 hours,1,44.0,Moderate,63,2025,11,November,1,Saturday,True,2025-11
R0233,U009,User_009,25,Female,Faisalabad,167.0,104.0,HIIT,43,394,8616,125,81,7.9,2.7,2591,1,Beginner,2026-01-30,18-25,37.29068808490803,Obese,6-8 hours,1,30.71,Moderate,68,2026,1,January,30,Friday,False,2026-01
R0116,U099,User_099,37,Male,Peshawar,160.2,104.3,Yoga,68,247,8431,144,72,6.4,3.8,2796,4,Beginner,2026-04-03,36-45,40.64052269245217,Obese,6-8 hours,1,39.93,Moderate,44,2026,4,April,3,Friday,False,2026-04
R0121,U074,User_074,37,Female,Islamabad,172.6,68.8,Weight Training,73,503,10251,145,72,7.7,4.4,2323,4,Intermediate,2026-03-09,36-45,23.094409138941067,Normal Weight,6-8 hours,2,53.13,Good,37,2026,3,March,9,Monday,False,2026-03
R0419,U002,User_002,31,Female,Islamabad,182.1,63.0,HIIT,57,644,13932,153,58,6.5,3.3,2251,6,Professional,2025-12-03,26-35,18.99855882360924,Normal Weight,6-8 hours,4,64.41,Good,72,2025,12,December,3,Wednesday,False,2025-12
R0225,U013,User_013,28,Female,Gujranwala,161.4,76.2,Running,30,351,3268,109,73,6.1,2.8,2337,2,Beginner,2025-11-03,26-35,29.251484455254438,Overweight,6-8 hours,1,17.06,Low,95,2025,11,November,3,Monday,False,2025-11
R0425,U017,User_017,26,Male,Faisalabad,170.9,63.2,HIIT,67,846,13178,144,61,7.7,3.1,2352,7,Professional,2026-04-12,26-35,21.638789035844724,Normal Weight,6-8 hours,4,75.83,Excellent,13,2026,4,April,12,Sunday,True,2026-04
R0354,U011,User_011,44,Male,Gujranwala,173.3,69.7,Walking,40,171,10581,130,77,5.3,2.3,2208,2,Beginner,2026-01-31,36-45,23.207889750203858,Normal Weight,Less than 6 hours,1,26.94,Moderate,31,2026,1,January,31,Saturday,True,2026-01
R0128,U025,User_025,18,Male,Rawalpindi,172.2,59.6,Weight Training,72,479,12701,122,71,7.2,4.0,1917,5,Intermediate,2025-12-03,18-25,20.099255248401164,Normal Weight,6-8 hours,2,59.29,Good,24,2025,12,December,3,Wednesday,False,2025-12
R0516,U092,User_092,55,Female,Sialkot,156.1,72.2,Weight Training,47,261,10840,134,65,8.4,3.4,2242,5,Intermediate,2025-11-16,46-55,29.629982258945528,Overweight,More than 8 hours,2,46.54,Moderate,87,2025,11,November,16,Sunday,True,2025-11
R0286,U023,User_023,34,Male,Lahore,169.5,84.2,Running,58,551,11997,138,58,8.1,3.2,2524,4,Beginner,2026-08-14,26-35,29.307089217810496,Overweight,More than 8 hours,1,54.75,Good,73,2026,8,August,14,Friday,False,2026-08
R0434,U070,User_070,43,Female,Lahore,166.0,75.5,Weight Training,23,144,8071,112,69,6.9,2.2,2300,2,Beginner,2026-04-10,36-45,27.398751633038177,Overweight,6-8 hours,1,20.37,Low,98,2026,4,April,10,Friday,False,2026-04
R0108,U014,User_014,40,Male,Quetta,155.4,62.7,Cardio,44,336,4767,132,71,5.6,3.2,2477,2,Beginner,2026-06-03,36-45,25.963636002246037,Overweight,Less than 6 hours,1,21.86,Low,36,2026,6,June,3,Wednesday,False,2026-06
R0442,U028,User_028,25,Male,Karachi,178.5,81.2,Running,52,534,10391,117,68,6.7,8.0,2652,6,Advanced,2026-05-28,18-25,25.48470368539573,Overweight,6-8 hours,3,54.28,Good,41,2026,5,May,28,Thursday,False,2026-05
R0342,U076,User_076,38,Female,Lahore,177.3,94.1,Yoga,71,274,10030,131,64,7.5,3.6,2324,5,Intermediate,2026-04-13,36-45,29.93450990908625,Overweight,6-8 hours,2,49.44,Moderate,7,2026,4,April,13,Monday,False,2026-04
R0134,U010,User_010,28,Female,Quetta,175.4,45.0,Running,68,689,9054,135,69,6.9,3.1,2357,2,Beginner,2026-04-07,26-35,14.62693514351949,Underweight,6-8 hours,1,46.47,Moderate,15,2026,4,April,7,Tuesday,False,2026-04
R0383,U078,User_078,37,Male,Quetta,178.3,69.6,Cardio,74,600,8370,122,70,7.7,3.3,2444,6,Advanced,2026-01-23,36-45,21.89306433383903,Normal Weight,6-8 hours,3,59.03,Good,30,2026,1,January,23,Friday,False,2026-01
R0045,U008,User_008,28,Female,Quetta,173.3,53.4,Cardio,70,516,11344,130,65,7.1,3.8,2343,5,Intermediate,2025-09-04,26-35,17.780506637889324,Underweight,6-8 hours,2,57.1,Good,67,2025,9,September,4,Thursday,False,2025-09
R0487,U008,User_008,28,Female,Quetta,173.3,53.4,Walking,41,240,10182,123,72,7.7,2.7,2242,3,Beginner,2026-07-22,26-35,17.780506637889324,Underweight,6-8 hours,1,35.55,Moderate,67,2026,7,July,22,Wednesday,False,2026-07
R0066,U022,User_022,37,Male,Sialkot,170.4,76.6,Walking,43,197,8249,123,68,6.9,4.1,2090,3,Intermediate,2026-05-06,36-45,26.380898851638783,Overweight,6-8 hours,2,30.02,Moderate,29,2026,5,May,6,Wednesday,False,2026-05
R0284,U038,User_038,61,Male,Quetta,174.9,84.2,Running,47,441,11820,135,69,5.0,3.1,2341,4,Intermediate,2025-10-19,56+,27.525326078677317,Overweight,Less than 6 hours,2,43.86,Moderate,80,2025,10,October,19,Sunday,True,2025-10
R0086,U063,User_063,43,Female,Peshawar,163.0,78.2,Weight Training,50,399,9540,119,71,7.8,3.4,2490,3,Beginner,2026-05-09,36-45,29.43279762128797,Overweight,6-8 hours,1,40.67,Moderate,54,2026,5,May,9,Saturday,True,2026-05
R0243,U062,User_062,30,Male,Faisalabad,170.7,67.2,Weight Training,61,486,6448,130,77,7.4,3.1,2297,3,Beginner,2026-07-26,26-35,23.062279479822056,Normal Weight,6-8 hours,1,39.07,Moderate,47,2026,7,July,26,Sunday,True,2026-07
R0187,U057,User_057,22,Male,Lahore,169.4,73.1,Running,55,586,8991,147,68,6.0,3.3,2528,4,Beginner,2025-12-16,18-25,25.473614075095238,Overweight,Less than 6 hours,1,45.87,Moderate,4,2025,12,December,16,Tuesday,False,2025-12
R0405,U073,User_073,40,Male,Lahore,184.9,61.2,Yoga,37,109,7993,129,59,7.9,3.1,2327,2,Beginner,2026-01-31,36-45,17.901012664966462,Underweight,6-8 hours,1,24.27,Low,86,2026,1,January,31,Saturday,True,2026-01
R0160,U004,User_004,18,Female,Sialkot,193.5,66.2,Cardio,54,513,8647,135,64,7.0,2.8,2445,6,Professional,2026-05-01,18-25,17.680561397886077,Underweight,6-8 hours,4,51.5,Good,40,2026,5,May,1,Friday,False,2026-05
R0013,U052,User_052,28,Female,Islamabad,159.3,83.9,Running,49,424,10496,120,76,7.0,2.7,2360,4,Beginner,2026-07-27,26-35,33.062098028529554,Obese,6-8 hours,1,44.82,Moderate,33,2026,7,July,27,Monday,False,2026-07
R0029,U084,User_084,41,Male,Karachi,176.0,59.6,Cardio,21,173,8306,112,72,6.4,2.4,2349,3,Intermediate,2026-07-10,36-45,19.240702479338843,Normal Weight,6-8 hours,2,23.56,Low,60,2026,7,July,10,Friday,False,2026-07
R0171,U031,User_031,55,Female,Sialkot,173.6,91.2,Weight Training,60,342,9436,132,73,7.7,4.2,2773,4,Beginner,2025-09-30,46-55,30.26184459215528,Obese,6-8 hours,1,44.52,Moderate,10,2025,9,September,30,Tuesday,False,2025-09
R0143,U042,User_042,21,Male,Karachi,166.9,67.3,Walking,32,149,7179,119,62,4.1,2.3,2199,5,Professional,2026-03-16,18-25,24.160303795178063,Normal Weight,Less than 6 hours,4,26.24,Moderate,66,2026,3,March,16,Monday,False,2026-03
R0421,U082,User_082,39,Female,Gujranwala,162.6,67.7,Walking,38,170,6944,124,70,6.8,1.9,2735,3,Beginner,2025-09-30,36-45,25.606344624331857,Overweight,6-8 hours,1,25.6,Moderate,51,2025,9,September,30,Tuesday,False,2025-09
R0368,U089,User_089,45,Female,Lahore,166.7,82.4,Cycling,66,634,8362,145,71,5.9,3.5,2822,5,Intermediate,2026-04-01,36-45,29.652137958730997,Overweight,Less than 6 hours,2,51.66,Good,61,2026,4,April,1,Wednesday,False,2026-04
R0222,U010,User_010,28,Female,Quetta,175.4,45.0,Walking,47,220,8944,146,57,7.7,3.0,2284,7,Professional,2026-01-28,26-35,14.62693514351949,Underweight,6-8 hours,4,47.49,Moderate,15,2026,1,January,28,Wednesday,False,2026-01
R0096,U079,User_079,37,Male,Karachi,155.3,71.7,Walking,46,261,12523,132,77,7.2,3.5,2083,6,Advanced,2026-04-23,36-45,29.72872229931972,Overweight,6-8 hours,3,50.72,Good,16,2026,4,April,23,Thursday,False,2026-04
R0052,U067,User_067,18,Male,Gujranwala,173.5,75.7,Running,60,605,10362,140,72,9.3,3.5,2646,6,Advanced,2025-09-26,18-25,25.14762185550914,Overweight,More than 8 hours,3,62.26,Good,17,2025,9,September,26,Friday,False,2025-09
R0241,U049,User_049,40,Male,Lahore,164.8,56.9,Yoga,47,154,7669,125,74,6.6,2.8,2441,4,Beginner,2026-05-01,36-45,20.950666886605706,Normal Weight,6-8 hours,1,31.62,Moderate,53,2026,5,May,1,Friday,False,2026-05
R0397,U001,User_001,35,Male,Multan,169.1,75.0,Weight Training,68,420,11986,139,72,7.5,3.9,2199,7,Professional,2025-08-29,26-35,26.22853587766452,Overweight,6-8 hours,4,62.72,Good,42,2025,8,August,29,Friday,False,2025-08
R0352,U069,User_069,37,Male,Islamabad,158.2,64.9,Running,25,268,6364,125,74,8.2,3.0,2442,4,Intermediate,2025-10-20,36-45,25.931744770897634,Overweight,More than 8 hours,2,29.69,Moderate,48,2025,10,October,20,Monday,False,2025-10
R0400,U055,User_055,18,Female,Peshawar,162.4,71.8,HIIT,31,367,7408,110,74,7.0,2.6,2721,2,Intermediate,2026-06-25,18-25,27.224028731587758,Overweight,6-8 hours,2,26.83,Moderate,43,2026,6,June,25,Thursday,False,2026-06
R0179,U092,User_092,55,Female,Sialkot,156.1,72.2,Walking,41,193,8636,127,70,7.4,2.6,2193,2,Beginner,2026-01-27,46-55,29.629982258945528,Overweight,6-8 hours,1,27.68,Moderate,87,2026,1,January,27,Tuesday,False,2026-01
R0042,U095,User_095,24,Female,Faisalabad,182.0,72.4,Weight Training,51,330,8366,110,78,5.7,3.5,3315,2,Beginner,2026-03-17,18-25,21.857263615505374,Normal Weight,Less than 6 hours,1,30.12,Moderate,96,2026,3,March,17,Tuesday,False,2026-03
R0496,U097,User_097,33,Male,Karachi,179.5,93.8,Running,65,643,10219,147,72,7.0,4.0,2076,4,Intermediate,2026-01-25,26-35,29.112126690512955,Overweight,6-8 hours,2,53.59,Good,74,2026,1,January,25,Sunday,True,2026-01
R0409,U052,User_052,28,Female,Islamabad,159.3,83.9,Cardio,64,536,12963,129,69,6.7,2.1,2441,6,Professional,2026-03-25,26-35,33.062098028529554,Obese,6-8 hours,4,61.85,Good,33,2026,3,March,25,Wednesday,False,2026-03
R0207,U090,User_090,39,Male,Multan,157.8,66.0,Walking,25,129,8543,130,72,5.9,2.8,2187,3,Intermediate,2026-07-26,36-45,26.505129947423455,Overweight,Less than 6 hours,2,22.97,Low,65,2026,7,July,26,Sunday,True,2026-07
R0283,U051,User_051,23,Female,Sialkot,169.6,89.4,Weight Training,55,345,7793,132,71,8.5,3.0,2087,1,Beginner,2026-03-04,18-25,31.08034442862229,Obese,More than 8 hours,1,31.75,Moderate,45,2026,3,March,4,Wednesday,False,2026-03
R0359,U023,User_023,34,Male,Lahore,169.5,84.2,Cardio,47,338,6914,117,71,6.7,2.6,2767,3,Beginner,2026-02-13,26-35,29.307089217810496,Overweight,6-8 hours,1,31.74,Moderate,73,2026,2,February,13,Friday,False,2026-02
R0255,U064,User_064,20,Male,Faisalabad,176.7,63.5,HIIT,27,276,10756,123,68,6.8,1.8,2043,6,Professional,2026-02-08,18-25,20.33764331232631,Normal Weight,6-8 hours,4,42.75,Moderate,64,2026,2,February,8,Sunday,True,2026-02
R0435,U088,User_088,25,Female,Karachi,159.8,78.0,Swimming,34,387,10058,96,73,4.3,3.1,2354,2,Beginner,2026-04-09,18-25,30.54506493567522,Obese,Less than 6 hours,1,28.38,Moderate,77,2026,4,April,9,Thursday,False,2026-04
R0005,U098,User_098,38,Male,Islamabad,169.1,86.4,Cardio,56,425,10011,138,65,6.8,3.1,2257,4,Intermediate,2025-12-16,36-45,30.21527333106953,Obese,6-8 hours,2,45.24,Moderate,38,2025,12,December,16,Tuesday,False,2025-12
R0257,U060,User_060,51,Male,Multan,174.7,69.8,Weight Training,58,441,4793,135,76,7.1,2.8,2789,1,Beginner,2026-03-23,46-55,22.870181575480284,Normal Weight,6-8 hours,1,27.01,Moderate,82,2026,3,March,23,Monday,False,2026-03
R0473,U040,User_040,37,Male,Multan,175.8,72.3,Walking,30,135,4519,114,65,8.1,2.2,2060,2,Intermediate,2025-10-28,36-45,23.393788318248706,Normal Weight,More than 8 hours,2,17.24,Low,49,2025,10,October,28,Tuesday,False,2025-10
R0101,U090,User_090,39,Male,Multan,157.8,66.0,Running,47,510,9820,131,83,5.6,3.0,2273,2,Beginner,2026-03-03,36-45,26.505129947423455,Overweight,Less than 6 hours,1,36.27,Moderate,65,2026,3,March,3,Tuesday,False,2026-03
R0227,U002,User_002,31,Female,Islamabad,182.1,63.0,HIIT,22,207,7490,117,75,6.7,2.2,2451,3,Beginner,2026-05-24,26-35,18.99855882360924,Normal Weight,6-8 hours,1,23.66,Low,72,2026,5,May,24,Sunday,True,2026-05
R0450,U086,User_086,43,Male,Multan,168.5,95.0,Walking,43,214,9528,132,78,5.1,2.5,2913,2,Beginner,2025-08-05,36-45,33.45983499018217,Obese,Less than 6 hours,1,26.45,Moderate,75,2025,8,August,5,Tuesday,False,2025-08
R0214,U077,User_077,27,Female,Lahore,188.1,84.9,Walking,44,195,6199,126,73,7.8,3.2,2178,4,Intermediate,2025-11-07,26-35,23.99551631483135,Normal Weight,6-8 hours,2,31.28,Moderate,83,2025,11,November,7,Friday,False,2025-11
R0445,U071,User_071,20,Female,Faisalabad,164.7,50.3,Weight Training,75,519,11261,135,64,4.7,3.4,2097,4,Intermediate,2025-12-15,18-25,18.543033662426105,Normal Weight,Less than 6 hours,2,50.82,Good,58,2025,12,December,15,Monday,False,2025-12
R0172,U040,User_040,37,Male,Multan,175.8,72.3,Cycling,31,302,8234,123,75,6.8,2.5,2126,3,Beginner,2025-11-08,36-45,23.393788318248706,Normal Weight,6-8 hours,1,29.7,Moderate,49,2025,11,November,8,Saturday,True,2025-11
R0099,U086,User_086,43,Male,Multan,168.5,95.0,Walking,50,247,9291,105,80,7.6,3.1,2470,3,Intermediate,2025-11-01,36-45,33.45983499018217,Obese,6-8 hours,2,36.02,Moderate,75,2025,11,November,1,Saturday,True,2025-11
R0293,U066,User_066,48,Male,Faisalabad,168.0,75.7,Walking,39,175,10914,124,70,6.2,1.8,2582,3,Intermediate,2026-03-17,46-55,26.82114512471656,Overweight,6-8 hours,2,32.26,Moderate,78,2026,3,March,17,Tuesday,False,2026-03
R0216,U033,User_033,37,Male,Gujranwala,173.6,80.2,Weight Training,68,467,8884,121,76,6.7,3.5,2415,2,Beginner,2025-09-03,36-45,26.611841406697955,Overweight,6-8 hours,1,40.19,Moderate,62,2025,9,September,3,Wednesday,False,2025-09
R0062,U082,User_082,39,Female,Gujranwala,162.6,67.7,Weight Training,41,317,10723,134,57,7.5,2.9,2411,6,Professional,2026-02-12,36-45,25.606344624331857,Overweight,6-8 hours,4,48.17,Moderate,51,2026,2,February,12,Thursday,False,2026-02
R0048,U056,User_056,35,Female,Multan,170.9,58.5,HIIT,35,364,4083,117,71,5.5,3.1,1745,2,Beginner,2026-08-14,26-35,20.029575294255004,Normal Weight,Less than 6 hours,1,19.05,Low,91,2026,8,August,14,Friday,False,2026-08
R0033,U006,User_006,38,Male,Quetta,161.3,81.9,Cardio,46,391,8112,116,78,7.6,2.9,2382,1,Intermediate,2026-04-20,36-45,31.47858245678228,Obese,6-8 hours,2,29.9,Moderate,76,2026,4,April,20,Monday,False,2026-04
R0268,U005,User_005,32,Male,Gujranwala,174.6,73.7,Cardio,35,260,6564,112,72,7.4,2.5,2429,2,Beginner,2026-08-15,26-35,24.175697290091314,Normal Weight,6-8 hours,1,24.17,Low,59,2026,8,August,15,Saturday,True,2026-08
R0328,U013,User_013,28,Female,Gujranwala,161.4,76.2,HIIT,39,461,9744,127,72,6.4,2.7,2648,3,Beginner,2026-03-22,26-35,29.251484455254438,Overweight,6-8 hours,1,37.71,Moderate,95,2026,3,March,22,Sunday,True,2026-03
R0201,U084,User_084,41,Male,Karachi,176.0,59.6,Walking,27,137,5813,132,81,6.6,2.4,2327,3,Beginner,2026-06-15,36-45,19.240702479338843,Normal Weight,6-8 hours,1,19.79,Low,60,2026,6,June,15,Monday,False,2026-06
R0471,U030,User_030,38,Male,Faisalabad,160.6,73.8,Swimming,42,426,7588,131,65,8.3,3.1,2416,6,Advanced,2026-07-09,36-45,28.613124196467485,Overweight,More than 8 hours,3,46.74,Moderate,52,2026,7,July,9,Thursday,False,2026-07
R0028,U017,User_017,26,Male,Faisalabad,170.9,63.2,Cycling,63,693,8285,140,63,7.1,3.6,2458,3,Intermediate,2025-10-21,26-35,21.638789035844724,Normal Weight,6-8 hours,2,47.67,Moderate,13,2025,10,October,21,Tuesday,False,2025-10
R0411,U026,User_026,29,Female,Islamabad,174.0,63.6,Cardio,61,526,9080,132,75,5.2,3.1,2744,3,Beginner,2026-04-22,26-35,21.00673801030519,Normal Weight,Less than 6 hours,1,41.23,Moderate,46,2026,4,April,22,Wednesday,False,2026-04
R0231,U073,User_073,40,Male,Lahore,184.9,61.2,Walking,49,239,8569,151,71,6.2,2.8,2848,4,Beginner,2025-11-11,36-45,17.901012664966462,Underweight,6-8 hours,1,35.23,Moderate,86,2025,11,November,11,Tuesday,False,2025-11
R0261,U011,User_011,44,Male,Gujranwala,173.3,69.7,Cycling,65,581,8363,144,71,7.4,3.6,2251,4,Advanced,2026-06-08,36-45,23.207889750203858,Normal Weight,6-8 hours,3,49.27,Moderate,31,2026,6,June,8,Monday,False,2026-06
R0379,U031,User_031,55,Female,Sialkot,173.6,91.2,Cardio,68,476,12209,141,61,7.3,3.1,2314,5,Advanced,2026-01-06,46-55,30.26184459215528,Obese,6-8 hours,3,57.55,Good,10,2026,1,January,6,Tuesday,False,2026-01
R0289,U097,User_097,33,Male,Karachi,179.5,93.8,Swimming,62,683,9292,141,69,6.5,3.2,2648,2,Beginner,2025-08-18,26-35,29.112126690512955,Overweight,6-8 hours,1,44.69,Moderate,74,2025,8,August,18,Monday,False,2025-08
R0163,U062,User_062,30,Male,Faisalabad,170.7,67.2,Walking,38,216,6841,118,71,6.0,2.8,2452,2,Intermediate,2025-12-17,26-35,23.062279479822056,Normal Weight,Less than 6 hours,2,21.9,Low,47,2025,12,December,17,Wednesday,False,2025-12
R0392,U090,User_090,39,Male,Multan,157.8,66.0,Cycling,70,588,11718,129,74,7.4,2.7,2350,2,Beginner,2026-08-07,36-45,26.505129947423455,Overweight,6-8 hours,1,50.12,Good,65,2026,8,August,7,Friday,False,2026-08
R0448,U049,User_049,40,Male,Lahore,164.8,56.9,Walking,55,248,8902,135,71,7.1,3.7,2611,3,Beginner,2026-07-08,36-45,20.950666886605706,Normal Weight,6-8 hours,1,35.65,Moderate,53,2026,7,July,8,Wednesday,False,2026-07
R0139,U034,User_034,33,Female,Quetta,195.0,69.0,Walking,36,166,8093,105,84,6.5,2.1,2167,2,Beginner,2026-06-20,26-35,18.14595660749507,Underweight,6-8 hours,1,23.32,Low,56,2026,6,June,20,Saturday,True,2026-06
R0063,U092,User_092,55,Female,Sialkot,156.1,72.2,Walking,32,163,7047,105,81,8.3,2.6,2113,1,Beginner,2025-12-11,46-55,29.629982258945528,Overweight,More than 8 hours,1,20.08,Low,87,2025,12,December,11,Thursday,False,2025-12
R0136,U018,User_018,30,Male,Sialkot,157.8,84.7,HIIT,57,602,10063,137,68,8.0,3.3,2731,4,Beginner,2026-07-11,26-35,34.0149167658601,Obese,6-8 hours,1,52.08,Good,3,2026,7,July,11,Saturday,True,2026-07
R0129,U017,User_017,26,Male,Faisalabad,170.9,63.2,Walking,56,298,7633,137,66,5.9,2.1,2584,4,Intermediate,2026-02-04,26-35,21.638789035844724,Normal Weight,Less than 6 hours,2,36.13,Moderate,13,2026,2,February,4,Wednesday,False,2026-02
R0505,U065,User_065,37,Male,Faisalabad,161.9,59.7,Walking,32,162,3647,102,69,8.1,2.1,2428,2,Beginner,2025-11-15,36-45,22.77616674443119,Normal Weight,More than 8 hours,1,16.79,Low,99,2025,11,November,15,Saturday,True,2025-11
R0009,U091,User_091,43,Male,Faisalabad,183.7,75.4,Running,57,537,8506,126,67,5.4,2.5,2284,5,Professional,2026-05-06,36-45,22.343594100461427,Normal Weight,Less than 6 hours,4,46.53,Moderate,35,2026,5,May,6,Wednesday,False,2026-05
R0327,U038,User_038,61,Male,Quetta,174.9,84.2,HIIT,58,593,8744,132,68,5.4,4.2,2604,4,Beginner,2025-08-25,56+,27.525326078677317,Overweight,Less than 6 hours,1,45.29,Moderate,80,2025,8,August,25,Monday,False,2025-08
R0491,U032,User_032,36,Male,Karachi,173.6,63.1,Running,66,688,11796,137,65,5.1,2.8,2529,4,Intermediate,2026-04-11,36-45,20.93774554566884,Normal Weight,Less than 6 hours,2,54.67,Good,26,2026,4,April,11,Saturday,True,2026-04
R0065,U061,User_061,25,Male,Islamabad,150.8,59.6,HIIT,55,617,9331,148,63,6.8,3.6,2293,3,Beginner,2026-05-22,18-25,26.208585158553145,Overweight,6-8 hours,1,45.3,Moderate,22,2026,5,May,22,Friday,False,2026-05
R0301,U067,User_067,18,Male,Gujranwala,173.5,75.7,HIIT,37,342,9870,110,62,7.6,2.2,2361,5,Intermediate,2026-04-23,18-25,25.14762185550914,Overweight,6-8 hours,2,43.14,Moderate,17,2026,4,April,23,Thursday,False,2026-04
R0015,U097,User_097,33,Male,Karachi,179.5,93.8,Weight Training,70,457,9960,140,77,7.9,3.2,2785,2,Beginner,2026-08-06,26-35,29.112126690512955,Overweight,6-8 hours,1,44.4,Moderate,74,2026,8,August,6,Thursday,False,2026-08
R0157,U021,User_021,37,Female,Lahore,161.0,85.5,HIIT,45,484,11049,111,72,4.5,3.8,2754,2,Beginner,2025-10-12,36-45,32.98483854789553,Obese,Less than 6 hours,1,35.56,Moderate,34,2025,10,October,12,Sunday,True,2025-10
R0041,U080,User_080,26,Male,Quetta,164.6,57.0,Cycling,53,482,14014,137,65,7.1,3.1,2050,5,Advanced,2025-10-01,26-35,21.038520423605075,Normal Weight,6-8 hours,3,57.2,Good,2,2025,10,October,1,Wednesday,False,2025-10
R0380,U009,User_009,25,Female,Faisalabad,167.0,104.0,Yoga,41,148,9894,127,78,5.6,3.2,2481,3,Intermediate,2025-09-28,18-25,37.29068808490803,Obese,Less than 6 hours,2,29.16,Moderate,68,2025,9,September,28,Sunday,True,2025-09
R0485,U004,User_004,18,Female,Sialkot,193.5,66.2,Walking,26,137,8145,130,62,7.1,2.5,2470,6,Advanced,2026-07-02,18-25,17.680561397886077,Underweight,6-8 hours,3,34.69,Moderate,40,2026,7,July,2,Thursday,False,2026-07
R0426,U043,User_043,47,Male,Lahore,164.6,76.9,Walking,27,132,4959,110,69,8.4,2.9,3078,2,Beginner,2025-10-24,46-55,28.383547729390006,Overweight,More than 8 hours,1,17.78,Low,97,2025,10,October,24,Friday,False,2025-10
R0217,U006,User_006,38,Male,Quetta,161.3,81.9,Cycling,58,534,12223,137,69,5.5,2.8,2252,3,Beginner,2025-10-09,36-45,31.47858245678228,Obese,Less than 6 hours,1,47.03,Moderate,76,2025,10,October,9,Thursday,False,2025-10
R0410,U057,User_057,22,Male,Lahore,169.4,73.1,Running,52,557,9905,138,79,7.9,2.9,2101,3,Beginner,2026-07-19,18-25,25.473614075095238,Overweight,6-8 hours,1,45.98,Moderate,4,2026,7,July,19,Sunday,True,2026-07
R0280,U039,User_039,32,Female,Lahore,166.2,91.6,Cycling,63,592,7112,128,77,7.1,3.4,2543,3,Beginner,2026-02-16,26-35,33.161444101245216,Obese,6-8 hours,1,42.94,Moderate,90,2026,2,February,16,Monday,False,2026-02
R0515,U097,User_097,33,Male,Karachi,179.5,93.8,Swimming,46,383,7918,146,70,9.5,3.4,2575,3,Beginner,2025-12-12,26-35,29.112126690512955,Overweight,More than 8 hours,1,39.2,Moderate,74,2025,12,December,12,Friday,False,2025-12
R0455,U071,User_071,20,Female,Faisalabad,164.7,50.3,Walking,56,253,9269,118,74,7.1,3.0,2864,2,Beginner,2026-03-31,18-25,18.543033662426105,Normal Weight,6-8 hours,1,33.35,Moderate,58,2026,3,March,31,Tuesday,False,2026-03
R0338,U005,User_005,32,Male,Gujranwala,174.6,73.7,HIIT,49,549,7792,124,66,6.8,2.5,2567,5,Intermediate,2025-10-10,26-35,24.175697290091314,Normal Weight,6-8 hours,2,46.01,Moderate,59,2025,10,October,10,Friday,False,2025-10
R0237,U038,User_038,61,Male,Quetta,174.9,84.2,Yoga,55,195,9858,122,66,6.7,3.2,2462,4,Beginner,2026-07-15,56+,27.525326078677317,Overweight,6-8 hours,1,38.72,Moderate,80,2026,7,July,15,Wednesday,False,2026-07
R0208,U014,User_014,40,Male,Quetta,155.4,62.7,Running,57,544,8784,144,78,5.7,2.5,2421,4,Beginner,2025-12-01,36-45,25.963636002246037,Overweight,Less than 6 hours,1,44.39,Moderate,36,2025,12,December,1,Monday,False,2025-12
R0213,U100,User_100,43,Male,Multan,173.2,60.5,Cycling,61,513,12387,138,73,8.4,3.0,2716,5,Professional,2026-01-27,36-45,20.167849847191036,Normal Weight,More than 8 hours,4,59.04,Good,84,2026,1,January,27,Tuesday,False,2026-01
R0296,U051,User_051,23,Female,Sialkot,169.6,89.4,HIIT,43,479,9906,126,61,6.7,2.9,2320,6,Advanced,2025-08-01,18-25,31.08034442862229,Obese,6-8 hours,3,49.9,Moderate,45,2025,8,August,1,Friday,False,2025-08
R0482,U038,User_038,61,Male,Quetta,174.9,84.2,Walking,59,349,8192,123,79,7.5,2.8,2622,2,Beginner,2025-11-02,56+,27.525326078677317,Overweight,6-8 hours,1,35.17,Moderate,80,2025,11,November,2,Sunday,True,2025-11
R0252,U035,User_035,18,Female,Karachi,174.1,68.7,Weight Training,94,696,11150,148,67,7.8,4.4,2608,5,Advanced,2026-05-08,18-25,22.665181168038735,Normal Weight,6-8 hours,3,68.07,Good,1,2026,5,May,8,Friday,False,2026-05
R0517,U008,User_008,28,Female,Quetta,173.3,53.4,HIIT,37,470,7731,117,73,6.0,2.4,2318,5,Professional,2025-10-11,26-35,17.780506637889324,Underweight,Less than 6 hours,4,39.76,Moderate,67,2025,10,October,11,Saturday,True,2025-10
